assessment_id,result_id,study,domain,source_text,source_text_sha256,line_start,line_end,excerpt
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liang_2021.txt,774810820c5e5ba80f1259fa1349bd6065859536d95dd2e001d02e8b80c21ef8,143,162,"2.2. Randomization. Eligible patients were randomly dis-
tributed into two groups, with the help of a computer-
generated table of random numbers by an independent
statistician. An anesthesiologist (RYL) performed the pre-
operative evaluation and recorded the data as participants
had signed the consent. Clinical trial consent and QoR-40
(quality of recovery 40 items) questionnaire were explained
to the patients one day before the surgery. )e independent
statistician created identical sealed envelopes before surgery
containing either TEAS stimulus (Tgroup) or control group
(C group). )e acupuncturist (DZH) opened the envelope
and performed TEAS. One preoperative nurse (RY), who
was not involved in patient care, prepared the items of
arterial puncture and TEAS device. An anesthesiologist
(HLD) performed the arterial puncture. An anesthesiologist
(LDD), who was not aware of the allocation, performed
general anesthesia and all intraoperative data recording, and
another investigator (WL), in charge of all postoperative
assessments, was also blinded to the group identity. Two
investigators (YKN and JSH) performed data recording and"
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liang_2021.txt,774810820c5e5ba80f1259fa1349bd6065859536d95dd2e001d02e8b80c21ef8,163,209,"analysis.
2.3. TEAS Protocol. According to the theory of traditional
Chinese medicine [17], we selected Yinjiao (1 cun below the
umbilicus, RN7), Qihai (1.5 cun below the umbilicus, RN6),
Shimen (2 cun below the umbilicus, RN5), GuanYuan (3 cun
below the umbilicus, RN4), Zhongji point (4 cun below the
umbilicus RN3), bilateral ciliao (second posterior sacral
hole, BL32), zhongliao (a third sacral posterior hole, BL33),
and xialiao (fourth sacral posterior hole, BL34) as the
acupuncture points (Figure 1). TEAS was applied to the
patients through self-adhesive cutaneous electrode pads
(5 cm × 5 cm). We used HANS-200A Acupoint Stimulator
for TEAS. )e frequency was set 2/100 HZ for 30 minutes,
the highest tolerable level that caused no discomfort to the
patient;
in
control
group,
the
patients
received
no
stimulation.
2.4. Anesthesia and Perioperative Procedures. Considering
the comfort of general anesthesia and the patient’s active
choice of general anesthesia due to fear of surgery, we chose
laryngeal mask general anesthesia. All patients were induced
with propofol 2 mg／kg and sufentanil 0.3–0.5 μg／kg and
intubation was performed with Cisatracurium 2 mg／kg.
Anesthesia was maintained by a target-controlled infusion
(TCI) of propofol and remifentanil. )e bispectrum index
(BIS) was maintained within the range of 45–55 by adjusting
to control the depth of anesthesia. Mechanical ventilation
was performed to maintain PetCO2 at 35–40 mmHg.
2
Evidence-Based Complementary and Alternative Medicine
 4747, 2021, 1, Downloaded from https://onlinelibrary.wiley.com/doi/10.1155/2021/6691459 by John Ryan Nual Mendoza - Statens Beredning , Wiley Online Library on [17/08/2026]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License


=== PDF PAGE 3 ===
Sufentanil 0.1 mg／kg per 30 minutes during the surgery
was administered to provide analgesia. Intravenous pro-
phylactic ondansetron (8 mg) was administered to prevent
postoperative nausea and vomiting. After spontaneous
breath recovery and consciousness, the neuromuscular
blockade was reversed with neostigmine, the trachea was
extubated, and patients were moved to the postanesthesia"
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liang_2021.txt,774810820c5e5ba80f1259fa1349bd6065859536d95dd2e001d02e8b80c21ef8,440,479,"Enrollment
Assessed for eligibility
(n = 80)
Randomized (n = 75)
Allocation
Lost to follow-up (surgical procedure
change) (n = 3)
Discontinued intervention (n = 0)
Lost to follow-up (n = 0)
Discontinued intervention (blood sample
loss, failure to arterial puncture) (n = 2)
Follow-up
Analysis
Excluded (n = 5)
Not meeting inclusion criteria
(n = 3)
(i)
Other reasons (n = 2)
(ii)
Control group (n = 38)
Received allocated intervention
(n = 38) (no TEAS stimulation)
(i)
TEAS group (n = 37)
Received allocated intervention
(n = 37) (Acupoints: RN7, RN6, RN5,
RN4, RN3, BL32, BL33, and BL34, 3
minutes, 2/100HZ, dense-disperse)
(i)
Analysed (n = 35)
Excluded from analysis (n = 0)
(i)
Analysed (n = 35)
Excluded from analysis (n = 0)
(i)
Figure 2: )e ﬂow diagram of study procedures. TEAS, transcutaneous electrical acupoint stimulation; Yinjiao (RN7); Qihai (RN6); Shimen
(RN5); GuanYuan (RN4); Zhongji point (RN3); bilateral ciliao (BL32); bilateral zhongliao (BL33); and bilateral xialiao (BL34).
Table 2: )e incidence of postoperative catheter-related bladder discomfort between two groups.
Time (hours)
T5"
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liang_2021.txt,774810820c5e5ba80f1259fa1349bd6065859536d95dd2e001d02e8b80c21ef8,143,185,"2.2. Randomization. Eligible patients were randomly dis-
tributed into two groups, with the help of a computer-
generated table of random numbers by an independent
statistician. An anesthesiologist (RYL) performed the pre-
operative evaluation and recorded the data as participants
had signed the consent. Clinical trial consent and QoR-40
(quality of recovery 40 items) questionnaire were explained
to the patients one day before the surgery. )e independent
statistician created identical sealed envelopes before surgery
containing either TEAS stimulus (Tgroup) or control group
(C group). )e acupuncturist (DZH) opened the envelope
and performed TEAS. One preoperative nurse (RY), who
was not involved in patient care, prepared the items of
arterial puncture and TEAS device. An anesthesiologist
(HLD) performed the arterial puncture. An anesthesiologist
(LDD), who was not aware of the allocation, performed
general anesthesia and all intraoperative data recording, and
another investigator (WL), in charge of all postoperative
assessments, was also blinded to the group identity. Two
investigators (YKN and JSH) performed data recording and
analysis.
2.3. TEAS Protocol. According to the theory of traditional
Chinese medicine [17], we selected Yinjiao (1 cun below the
umbilicus, RN7), Qihai (1.5 cun below the umbilicus, RN6),
Shimen (2 cun below the umbilicus, RN5), GuanYuan (3 cun
below the umbilicus, RN4), Zhongji point (4 cun below the
umbilicus RN3), bilateral ciliao (second posterior sacral
hole, BL32), zhongliao (a third sacral posterior hole, BL33),
and xialiao (fourth sacral posterior hole, BL34) as the
acupuncture points (Figure 1). TEAS was applied to the
patients through self-adhesive cutaneous electrode pads
(5 cm × 5 cm). We used HANS-200A Acupoint Stimulator
for TEAS. )e frequency was set 2/100 HZ for 30 minutes,
the highest tolerable level that caused no discomfort to the
patient;
in
control
group,
the
patients
received
no
stimulation."
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liang_2021.txt,774810820c5e5ba80f1259fa1349bd6065859536d95dd2e001d02e8b80c21ef8,238,248,"(QoR-40) [18] Chinese version with ﬁve domains was used
to measure at diﬀerent time points, including before an-
esthesia (T0), postoperative 24 hours (T11), and postoper-
ative 48 hours (T12). QoR-40 was comprised of ﬁve
subscales: physical comfort (PC), emotional state (ES),
physical independence (PI), psychological support (PS), and
pain (P). Each item was rated on a scale of 1–5, providing a
minimum score of 40 and a maximum of 200. A qoR-40
questionnaire was used to measure physical condition after
anesthesia in patients.
Patient cognitive function was assessed using the min-"
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,afaa51e8883649e5a3366e84e0d6a016c8ca737b38ad94552dd5bc944f8a7d91,72,81,"In this double-blind randomized control-group clinical trial, we studied about Transcutaneous electrical acupoint 
stimulation accelerates the recovery of patients undergoing laparoscopic myomectomy. The Ethics Committee of 
Wenzhou Medical University (WMU) approved this study (clinical trial number: ChiCTR2100045173; Registry URL: 
YJLCYJ-2020-148). The study was conducted in accordance with the Declaration of Helsinki. Included in the study 
cohort were 120 women (ASA I and II) aged 18 to 60 years and who received laparoscopic myomectomy at the First 
Affiliated Hospital, WMU, Zhejiang, China, from May 2021 to December 2021. Patients were assigned to TEAS group 
(Group T) and control group (Group C) using random number tables. All participants provided informed consent.
Exclusion criteria included: incision or surgical scar at acupoint; infection of acupoint; nerve injury in any limb; prior 
spinal surgery; allergic reaction to any of the drugs used in this study; sinus bradycardia; severe neurological disease; 
severe respiratory disease; smoking; severe cardiovascular disease; addiction to an anaesthetic; recent history of "
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,afaa51e8883649e5a3366e84e0d6a016c8ca737b38ad94552dd5bc944f8a7d91,84,143,"Transcutaneous Electrical Acupoint Stimulation (TEAS)
Patients in Group T received TEAS. The anesthesiologist selected acupoints of LI4 (Hegu) and PC6 (Neiguan) on both 
hands of the patients, stuck the electrodes, and connected Han’s Acupoint Nerve Stimulator (Nanjing Jinan Xinsheng 
Technology, Jinan, Nanjing, China) capable of producing a dilatational wave with a frequency of 2/100 HZ, which is the 
maximum tolerable for patients receiving −1 mA of electrical stimulation for 30 minutes before the operation and lasting 
until the end of anesthesia. Using the same method at bilateral acupoints of ST36 (Zusanli) and SP6 (Sanyinjiao) for 30 
minutes while in PACU (Postanesthesia care unit). Patients in Group C did not undergo TEAS. The acupoint locations 
are shown in Figure 1.
Numerical Rating Scale (NRS)
1h and 24h after the procedure, a PACU nurse, who was unaware of the group of each patient, assisted patients to 
evaluate their pain level by using a numerical rating scale (NRS: 0–10,0 = none, 10 = most severe, 1–3 mild pain, 4–6 
moderate pain, 7–10 severe pain).
Grade of Abdominal Distension Severity
Grade 0: No or transient abdominal distension; Grade 1: mild abdominal distension, or temporary sudden abdominal 
distension, gas movement in the abdomen, but does not affect rest and sleep, mild abdominal bulge, abdominal wall 
tension; Grade 2: moderate abdominal distension, nausea, rest, sleep, moderate abdominal bulge, large abdominal 
tension; Grade 3: severe abdominal distension, severe nausea, vomiting, irritability, serious sleep, significant abdominal 
swelling, and percussion.
Anesthesia, Surgical Procedures, and Analgesia
A 22-gauge trocar was used to obtain venous access on the dorsal side of the non-dominant hand prior when the patient is 
in the preoperative preparation room. After the infusion channel was connected to the extension tube, 500 mL Ringer’s 
https://doi.org/10.2147/JPR.S399249 
DovePress 
Journal of Pain Research 2023:16 
810
Pan et al 
Dovepress
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 3 ===
solution was infused through the channel, with an infusion speed of 20 mL/min. No medications were given. Blood 
pressure, oxygen saturation and electrocardiography were monitored while in operating theatre. The anesthesia induction 
sequence was started with intravenous sufentanil (0.5 µg/kg) (Yichang Renfu, Yichang, Hubei, China) over two seconds, 
propofol (2mg/kg) (Aspen Pharma Trading Limited) and cisatracurium (2mg/kg) (Jiangsu Hengrui, Jiangsu, China) were 
given and endotracheal intubation was performed. Propofol and remifentanil (Yichang Renfu, Yichang, Hubei, China) 
were injected by electronic pump during anesthesia maintenance to kept the patient’s blood pressure stable during 
operation and BIS(Bispectral Index) maintained between 40 and 60. Add the cisatracurium or sufentanil and record the 
dosage according to the actual situation. Both groups were given tropisetron 5mg immediately at the start of surgery to 
prevent postoperative nausea and vomiting and flurbiprofen 100mg for postoperative analgesia. The surgeon was 
instructed to administer ropivacaine for local infiltration analgesia around the incision at the end of the procedure. At 
the end of surgery, the muscle relaxation antagonism (neostigmine 1mg, atropine 0.5mg) was given immediately, and 
20mg was given to promote the recovery of spontaneous breathing. When the patient recovered spontaneous breathing, 
tidal volume was >6 mL/kg, respiratory waveform was regular, he could respond to oral instructions, and the tracheal 
tube was removed after sputum suction and the patient was taken to the PACU. Norepinephrine(4ug) was administered 
intravenously every time when systolic blood pressure fell to <90 mmHg or diastolic blood pressure fell to <60 mmHg. 
Atropine (0.5 mg) was administered when the heart rate fell below 50 per minute (Figure 2).
Figure 1 Illustration of the acupoints.
Journal of Pain Research 2023:16 
https://doi.org/10.2147/JPR.S399249 
DovePress 
811
Dovepress 
Pan et al
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 4 ==="
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,afaa51e8883649e5a3366e84e0d6a016c8ca737b38ad94552dd5bc944f8a7d91,184,194,"Results
The overall study cohort was comprised of 105 patients, with 52 in Group T and 53 in Group C. Six patients used 
analgesic drugs other than those in the experimental plan, 6 patients underwent a different surgical procedure, two 
patients used PCIA (Patient-controlled intravenous analgesia), and one patient had intraoperative bleeding (Figure 3).
General Characteristics
The general preoperative (Table 1) and intraoperative (Table 2) conditions were compared between Groups T and C. No 
statistically significant differences were observed for ASA, age, weight, BMI, MAP, HR, BIS, temperature, duration of 
anesthesia, duration of operation, intraoperative blood loss, intraoperative urine volume, dosage of sufentanil, propofol, 
or atracurium cisbenzenesulfonate. However, the dosage of remifentanil used in Group T was significantly lower by 
almost 15% relative to Group C.
Figure 3 Flowchart for inclusion, exclusion and missing interviews."
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,afaa51e8883649e5a3366e84e0d6a016c8ca737b38ad94552dd5bc944f8a7d91,84,99,"Transcutaneous Electrical Acupoint Stimulation (TEAS)
Patients in Group T received TEAS. The anesthesiologist selected acupoints of LI4 (Hegu) and PC6 (Neiguan) on both 
hands of the patients, stuck the electrodes, and connected Han’s Acupoint Nerve Stimulator (Nanjing Jinan Xinsheng 
Technology, Jinan, Nanjing, China) capable of producing a dilatational wave with a frequency of 2/100 HZ, which is the 
maximum tolerable for patients receiving −1 mA of electrical stimulation for 30 minutes before the operation and lasting 
until the end of anesthesia. Using the same method at bilateral acupoints of ST36 (Zusanli) and SP6 (Sanyinjiao) for 30 
minutes while in PACU (Postanesthesia care unit). Patients in Group C did not undergo TEAS. The acupoint locations 
are shown in Figure 1.
Numerical Rating Scale (NRS)
1h and 24h after the procedure, a PACU nurse, who was unaware of the group of each patient, assisted patients to 
evaluate their pain level by using a numerical rating scale (NRS: 0–10,0 = none, 10 = most severe, 1–3 mild pain, 4–6 
moderate pain, 7–10 severe pain).
Grade of Abdominal Distension Severity
Grade 0: No or transient abdominal distension; Grade 1: mild abdominal distension, or temporary sudden abdominal 
distension, gas movement in the abdomen, but does not affect rest and sleep, mild abdominal bulge, abdominal wall 
tension; Grade 2: moderate abdominal distension, nausea, rest, sleep, moderate abdominal bulge, large abdominal "
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,afaa51e8883649e5a3366e84e0d6a016c8ca737b38ad94552dd5bc944f8a7d91,144,181,"Observation Indexes
The main observation indexes included the 40 items in QoR-40 24 hours after surgery to evaluate the quality of 
postoperative rehabilitation. The secondary outcome measures: the general patient condition, dosage of remifentanil, 
propofol, any vasoactive drugs, etc used during the operation, incidence of pain caused by propofol injection during the 
operation, and the incidence of cough induced by sufentanil during anesthesia induction. Ten recordings of the patients’ 
mean arterial pressure (MAP), HR (Heart Rate), SaO2 (oxygen saturation), BIS were recorded at the following times: in 
the operating room and patient calmed (T0), immediately before tracheal intubation (T1), one min after tracheal 
intubation (T2), two min after tracheal intubation (T3), immediately at the beginning of operation (T4), pneumoper­
itoneum at 5 min (T5), pneumoperitoneum at 30 min (T6), suture of the operation (T7), immediately before extubation 
(T8), one min after extubation (T9). Records were also made of bleeding, urine volume, liquid, the time of anesthesia, the 
time of operation, the incidence of intraoperative hemodynamic instability, the utilization rate of vasoactive drugs, the 
postoperative respiratory recovery time, the conscious time, the extubation time, Aldrete score, highest pain score in 
PACU, the retention time in PACU, the utilization rate of remedial drugs in PACU, NRS (Numerical Rating Scale) at 1 
h and 24 h after the operation, the occurrence of adverse reactions including nausea, vomiting, abdominal distention, the 
utilization rate of analgesic and antiemetic drugs in 24h, the time to first postoperative anal exhaust, the time to first 
postoperative water intake, the time to solid food tolerance, the time to catheter removal, the time to first postoperative 
implantation activity, the time of postoperative hospitalization.
Figure 2 Test flowchart. 
Abbreviations: TEAS, transcutaneousacupoint electrical stimulation; BP, Blood Pressure; SaO2, Arterial Oxygen Saturation; ECG, Electrocardiogram; BIS, Bispectral Index; 
PACU, Postanesthesia care unit; QoR40, Quality of Recovery Score-40.
https://doi.org/10.2147/JPR.S399249 
DovePress 
Journal of Pain Research 2023:16 
812
Pan et al 
Dovepress
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 5 ===
Statistical Analysis
The necessary sample size was estimated based on an improvement of 4 points in the QoR-40 evaluation. With a = 0.05 
and β = 0.20, at least 49 patients were needed in each group. All data were analyzed by SPSS 23.0. The mean ± standard 
deviation of measurement data that had a normal distribution was used in statistical descriptions. The median (with 
interquartile spacing) was used for statistical description of measurement data not conforming to a normal distribution. 
Two-sample independent t-test was employed to evaluate measurement indexes with normal distribution and to test the 
homogeneity of variance. Rank sum test was employed to evaluate non-conforming normal distribution. Numerical data "
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,184,189,"2.6. Randomization and blinding 
The participants were randomized into either TEAS (n = 37) or control (n = 37) group in a 1:1 ratio based on a randomization 
number generated by an independent researcher using IBM®SPSS 25.0 (Armonk, New York USA). The randomization number was 
placed in a sealed envelope and was not revealed until the first intervention. Only the acupuncturist performing the intervention knew 
which intervention the assigned number represented. No participant, surgeon, anesthesiologist, data collector, or outcome assessor 
knew the allocation of participants. "
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,94,138,"2.1. TEAS and control interventions 
Based on Traditional Chinese Medicine (TCM) and available clinical trials, five acupoints [Yingtang (EX-HN3), bilateral Taichong 
(LR3) [15,16] and Neiguan (PC6) [15,17] [please refer to Fig. S1]; and foot note3 were selected for TEAS intervention aimed at 
reducing patient anxiety. TEAS was performed for 30 min at one day before surgery (D0), before the induction of anesthesia (D1), and 
one day after surgery (D2) i.e., a total of three treatment over a three-day period. The first author YH, who has extensive acupuncture 
training and who has been in practice for 2 years, performed the assigned TEAS intervention on every LKD based on this/her group 
assignment. The group assignment was written in a piece of paper and placed in a sealed envelope. All participants were asked to 
remain in a supine position for and during the intervention. The skin at the selected acupoints and area was cleaned and prepped with 
75% isopropyl alcohol. The surface electrodes (3 × 3cm) (see supplement) were placed onto these acupoints. Yingtang point pairing 
electrode patch was placed on the skin located at right mid-subclavicular area. All electrodes were then connected to a Hwato elec­
tronic stimulator (model SDZ-V, Suzhou Medical Appliances Co. Ltd, Suzhou, China). The mode of electrical stimulation was 
dense-disperse, alternated 2Hz/100 Hz frequencies; the intensity was adjusted according to individual tolerance, generally between 6 
and 15 mA. Participants in TEAS could sense vibration following activation of the stimulator for a total of 30 min [18]. Participants 
assigned to the control group had the same electrode placements, but the stimulator was disabled without any transmission of elec­
tricity. This method had been used to blind the participants successfully in a previous study [19]. 
2.2. Intraoperative and postoperative management 
All participants received the same intraoperative and postoperative management. On the day of surgery, all LKDs received 
intravenous (IV) pantoprazole (80 mg) and methylprednisolone (40 mg) preoperatively. Once ASA standard monitors and a bispectral 
2 “We are going to test the effects of an acupuncture-like electrical stimulations being integrated into routine perioperative care and the intensity 
of electrical stimulation is very low so you may or may not be able feel the stimulations.” 
3 Yintang (EX-HN3, located in the root of the nose, and between the eyebrows.) and bilateral Neiguan (PC6, located 2 cun* up the transverse wrist, 
between the palmaris longus tendon and the radial carpal flexor tendon.) and Taichong (LR3, located in the depression of the first two metatarsal 
unions). * Unit of Chinese measurement. 
Y. Hou et al. 


=== PDF PAGE 3 ===
Heliyon 9 (2023) e14423
3
index monitor (BIS) were placed, general anesthesia was induced with IV sufentanil 0.3–0.5 μg kg−1 and propofol 0.2–0.3 mg kg−1. 
When the BIS number reached between 40 and 60, IV cisatracurium 0.2–0.3 mg kg −1 was administered and a laryngeal mask airway 
(Male: I-gel® 4, Female: I-gel® 3, Berman, Germany) was placed. All participants received volume-controlled mechanical ventilation 
with tidal volume of 8 ml kg−1 body weight. Bilateral transversus abdominis plane block (TAP block) was performed under ultrasound 
guidance and a total of 30 ml of 0.375% ropivacaine was injected via 0.7 × 90 mm block needles (15 ml each side). All LKDs received 
continuous target-controlled infusion (TCI) of propofol (modified Marsh model, Cp 2.0–3.0 μg ml−1) and remifentanil (modified Marsh 
model, Cp 2.0–3.0 ng ml−1). In addition, 1% sevoflurane was used to maintain the BIS between 40 and 60. Based on the standard 
protocol, IV phenylephrine and/or atropine were administered to ensure adequate blood perfusion to the kidney at the time of harvest. 
Intravenous muscle relaxant (IV cisatracurium 0.05–1 mg kg −1) was administered when T1 twitch height reached 25% of baseline 
detected by a Train of Four (TOF) monitor (Veryark-TOF, Guangxi, China). Sevoflurane and TCI (propofol and remifentanil mixture) 
were discontinued 30 min before the end of surgery. Fifteen minutes before the end of surgery, IV droperidol (1 mg) and flurbiprofen 
(100 mg) were administered to prevent postoperative nausea and vomiting (PONV) and pain. At the end of surgery, IV 50 μg kg−1 
neostigmine and 20 μg kg−1 atropine were administered to reverse the effect of muscle relaxant. Participants were transferred to the 
Post Anesthesia Care Unit (PACU), and I-gel® was removed when the participant met the clinical criteria [20]. A patient-controlled 
intravenous analgesia pump [sufentanil (1 μg ml−1), azasetron (0.4 mg ml−1) and droperidol (0.01 mg ml−1); flow rate (2 ml h−1); 
bolus (4 ml); lock time (30min)] was connected to the PACU for 48 h postoperatively. At D3, if a visual analogue scale–pain (VAS-P) "
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,199,203,"3. Results 
A total of 74 LKDs were recruited but two LKDs withdrew from the study for personal reasons (Fig. 1). Therefore, only 72 LKDs 
completed the study and were included in the final data analyses. There were no differences in baseline characteristics between the 
groups (Table 2). There were also no significant differences in the duration of surgery and anesthesia, time to removal of LMA, 
intraoperative consumption of remifentanil and propofol, blood loss and urine output between the groups (Table 3). "
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,94,113,"2.1. TEAS and control interventions 
Based on Traditional Chinese Medicine (TCM) and available clinical trials, five acupoints [Yingtang (EX-HN3), bilateral Taichong 
(LR3) [15,16] and Neiguan (PC6) [15,17] [please refer to Fig. S1]; and foot note3 were selected for TEAS intervention aimed at 
reducing patient anxiety. TEAS was performed for 30 min at one day before surgery (D0), before the induction of anesthesia (D1), and 
one day after surgery (D2) i.e., a total of three treatment over a three-day period. The first author YH, who has extensive acupuncture 
training and who has been in practice for 2 years, performed the assigned TEAS intervention on every LKD based on this/her group 
assignment. The group assignment was written in a piece of paper and placed in a sealed envelope. All participants were asked to 
remain in a supine position for and during the intervention. The skin at the selected acupoints and area was cleaned and prepped with 
75% isopropyl alcohol. The surface electrodes (3 × 3cm) (see supplement) were placed onto these acupoints. Yingtang point pairing 
electrode patch was placed on the skin located at right mid-subclavicular area. All electrodes were then connected to a Hwato elec­
tronic stimulator (model SDZ-V, Suzhou Medical Appliances Co. Ltd, Suzhou, China). The mode of electrical stimulation was 
dense-disperse, alternated 2Hz/100 Hz frequencies; the intensity was adjusted according to individual tolerance, generally between 6 
and 15 mA. Participants in TEAS could sense vibration following activation of the stimulator for a total of 30 min [18]. Participants 
assigned to the control group had the same electrode placements, but the stimulator was disabled without any transmission of elec­
tricity. This method had been used to blind the participants successfully in a previous study [19]. 
2.2. Intraoperative and postoperative management 
All participants received the same intraoperative and postoperative management. On the day of surgery, all LKDs received 
intravenous (IV) pantoprazole (80 mg) and methylprednisolone (40 mg) preoperatively. Once ASA standard monitors and a bispectral 
2 “We are going to test the effects of an acupuncture-like electrical stimulations being integrated into routine perioperative care and the intensity 
of electrical stimulation is very low so you may or may not be able feel the stimulations.” "
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,150,178,"(c) The Quality of Recovery-15(QoR-15): The QoR-15 scale is a validated measure to evaluate the quality of a patient’s recovery. The 
scale consists of 15 items assessing patient-reported health status in five domains: pain intensity, physical independence, 
physical satisfaction, psychological and emotional state. Each item is rated on a scale of 0–10; 150 is the maximum score and 0 is 
the minimum score. The quality of recovery has been classified based on the scores assessed by QoR-15 into excellent, good, 
moderate, and poor; they are 136–150, 122–135, 90–121, and 0–89, respectively [23]. 
(d) Visual Analogue Scale for Pain (VAS-P): The VAS-P scale is a unidimensional measure of pain intensity. It consists of a line with 
left side “0” representing “no pain” and right side “100” representing “extreme pain”. 
(e) Leeds Assessment of Neuropathic Symptoms and Signs Pain Scale (LANSS): LANSS comprises of a 7 items pain scale including 5 
items for the sensory descriptors and 2 items for sensory examination. The primary purpose of this test is to assess whether the 
pain experienced is predominantly caused by nerve damage or not. The LANSS scale is the only scale with validity for 
discriminating the origin of pain (neuropathic vs. nociceptive) [24]. 
(f) Blood Samples for Biomarkers: Three milliliter of venous blood samples were collected in anticoagulant tubes before every TEAS 
treatment. Blood samples were immediately centrifuged at 4000r min−1 for 10min, and the plasma was transferred to 
Eppendorf tubes and stored in a −80 ◦C freezer until analyses. Concentrations of plasma 5-hydroxytryptamine (5-HT), mela­
tonin (MT), interleukin-1β (IL-1β) and tumor necrosis factor-α (TNF-α) were measured using commercial ELISA kits (Hefei 
Nuozhuo Biological Technology). These biomarkers were chosen because 5-HT and MT are neurotransmitters closely related to 
anxiety and the sleep cycle [25,26]. IL-1β and TNF-α are pro-inflammatory cytokines closely related to the intensity of pain and 
pathogenesis of chronic pain [27]. 
2.4. Primary outcome and recovery profiles 
The primary outcome was the difference of anxiety levels in LKDs who received or did not receive TEAS. We also collected recovery 
profiles including sleep quality (ISI) and postoperative recovery (e.g., incidence of PONV, usage of rescue analgesics, severity of 
postoperative pain, postoperative recovery index, etc.). In addition, blood samples were collected at D0, D1, and D2 to determine 
plasma levels of biomarkers (5-HT, melatonin, IL-1β and TNF-α). 
2.5. Sample size calculation 
Using PASS 15.0 (NCC, Kaysville, Utah, United States), the required sample size was calculated based on existing data that indicates 
approximately 65% of LKDs experienced anxiety [6] and nearly 32% of surgical patients had anxiety despite TEAS treatment [28]. 
Assuming a two-sided type I error (α) of 0.05 and a power of 80%, a total of 66 LKDs were needed. To allow for a 10% drop out rate, the 
sample size needed to be 74 LKDs. 
Y. Hou et al. "
