assessment_id,result_id,study,question_id,short_question,answer,justification,domain_judgment
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.1,Participant aware?,PY,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.2,Care personnel aware?,PN,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.3,Trial-context deviations?,PN,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.4,Deviations affect outcome?,NA,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.5,Deviations balanced?,NA,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.6,Assignment-effect analysis appropriate?,Y,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,2.7,Analysis departure materially consequential?,NA,"Standardized care, masked clinical personnel and all 60 participants analyzed as assigned. No trial-context departures affecting recovery are reported; awareness alone is not such a departure.",Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,3.1,All or nearly all outcome data?,Y,Complete datasets are explicitly reported for all 60 randomized participants; 30 per arm.,Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,3.2,Evidence missingness does not bias result?,NA,Complete datasets are explicitly reported for all 60 randomized participants; 30 per arm.,Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,3.3,Missingness could depend on outcome?,NA,Complete datasets are explicitly reported for all 60 randomized participants; 30 per arm.,Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,3.4,Such dependence likely?,NA,Complete datasets are explicitly reported for all 60 randomized participants; 30 per arm.,Low
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,4.1,Measurement method inappropriate?,N,Patient-reported QoR-40 with 12-15 mA preanesthetic twitching versus no current. Identical electrodes and a masked interviewer do not demonstrate patient masking; influence on reporting remains possible rather than proven.,Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,4.2,Measurement differs between arms?,PN,Patient-reported QoR-40 with 12-15 mA preanesthetic twitching versus no current. Identical electrodes and a masked interviewer do not demonstrate patient masking; influence on reporting remains possible rather than proven.,Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,4.3,Outcome assessor aware?,PY,Patient-reported QoR-40 with 12-15 mA preanesthetic twitching versus no current. Identical electrodes and a masked interviewer do not demonstrate patient masking; influence on reporting remains possible rather than proven.,Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,4.4,Awareness could influence measurement?,Y,Patient-reported QoR-40 with 12-15 mA preanesthetic twitching versus no current. Identical electrodes and a masked interviewer do not demonstrate patient masking; influence on reporting remains possible rather than proven.,Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,4.5,Influence likely?,NI,Patient-reported QoR-40 with 12-15 mA preanesthetic twitching versus no current. Identical electrodes and a masked interviewer do not demonstrate patient masking; influence on reporting remains possible rather than proven.,Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,5.1,Prospective analysis plan verified?,NI,"POD1/POD2 global QoR named in methods; no verified prospective analysis plan. Published repeated-measures/adjusted P values are not the unadjusted endpoint contrast used here, and are not substituted for its calculated uncertainty.",Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,5.2,Result selected from multiple measurements?,PN,"POD1/POD2 global QoR named in methods; no verified prospective analysis plan. Published repeated-measures/adjusted P values are not the unadjusted endpoint contrast used here, and are not substituted for its calculated uncertainty.",Some concerns
QOR24-V33-OD-0009,V33-OD-0009,Yu 2020,5.3,Result selected from multiple analyses?,PN,"POD1/POD2 global QoR named in methods; no verified prospective analysis plan. Published repeated-measures/adjusted P values are not the unadjusted endpoint contrast used here, and are not substituted for its calculated uncertainty.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,1.1,Random sequence?,Y,Independent computer-generated sequence and identical sealed envelopes support probably concealed allocation. No imbalance pattern suggesting failure was identified.,Low
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,1.2,Concealed allocation?,PY,Independent computer-generated sequence and identical sealed envelopes support probably concealed allocation. No imbalance pattern suggesting failure was identified.,Low
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,1.3,Baseline pattern suggests randomization failure?,PN,Independent computer-generated sequence and identical sealed envelopes support probably concealed allocation. No imbalance pattern suggesting failure was identified.,Low
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.1,Participant aware?,NI,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.2,Care personnel aware?,PN,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.3,Trial-context deviations?,NI,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.4,Deviations affect outcome?,NI,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.5,Deviations balanced?,NI,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.6,Assignment-effect analysis appropriate?,PY,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,2.7,Analysis departure materially consequential?,NA,"Anesthetist and follow-up investigator are masked. Dummy electrodes and patient masking are not established, and five randomized patients are removed. No documented material differential cointervention, but trial-context deviation information is incomplete.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,3.1,All or nearly all outcome data?,PN,"Flowchart distinguishes 80 screened from 75 randomized (37/38), with 35/35 analyzed. Two procedural/blood-sampling losses and three changed surgeries do not establish ignorable missing QoR outcomes.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,3.2,Evidence missingness does not bias result?,NI,"Flowchart distinguishes 80 screened from 75 randomized (37/38), with 35/35 analyzed. Two procedural/blood-sampling losses and three changed surgeries do not establish ignorable missing QoR outcomes.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,3.3,Missingness could depend on outcome?,PY,"Flowchart distinguishes 80 screened from 75 randomized (37/38), with 35/35 analyzed. Two procedural/blood-sampling losses and three changed surgeries do not establish ignorable missing QoR outcomes.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,3.4,Such dependence likely?,NI,"Flowchart distinguishes 80 screened from 75 randomized (37/38), with 35/35 analyzed. Two procedural/blood-sampling losses and three changed surgeries do not establish ignorable missing QoR outcomes.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,4.1,Measurement method inappropriate?,N,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,4.2,Measurement differs between arms?,PN,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,4.3,Outcome assessor aware?,NI,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,4.4,Awareness could influence measurement?,Y,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,4.5,Influence likely?,NI,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,5.1,Prospective analysis plan verified?,NI,"24/48-hour total QoR is described, but no independently verified prospective exact-result analysis plan. No direct evidence of result selection.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,5.2,Result selected from multiple measurements?,PN,"24/48-hour total QoR is described, but no independently verified prospective exact-result analysis plan. No direct evidence of result selection.",Some concerns
QOR24-V33-OD-0381,V33-OD-0381,Liang 2021,5.3,Result selected from multiple analyses?,PN,"24/48-hour total QoR is described, but no independently verified prospective exact-result analysis plan. No direct evidence of result selection.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,1.1,Random sequence?,Y,Random-number tables reported; allocation concealment is not described sufficiently.,Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,1.2,Concealed allocation?,NI,Random-number tables reported; allocation concealment is not described sufficiently.,Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,1.3,Baseline pattern suggests randomization failure?,PN,Random-number tables reported; allocation concealment is not described sufficiently.,Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.1,Participant aware?,PY,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.2,Care personnel aware?,Y,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.3,Trial-context deviations?,NI,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.4,Deviations affect outcome?,NI,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.5,Deviations balanced?,NI,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.6,Assignment-effect analysis appropriate?,PN,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,2.7,Analysis departure materially consequential?,NI,"No sham and the practitioner knows assignment. Exclusions for non-protocol analgesia/PCIA make assignment-effect analysis problematic. Reasons for these departures are unclear, so their trial-context origin is not asserted; resulting outcome-related missingness is assessed in D3.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,3.1,All or nearly all outcome data?,N,"120 enrolled, 105 analyzed. Exclusions include analgesics outside plan, PCIA, changed surgery and bleeding, all potentially related to recovery. Informative missingness is likely; final table denominators 52/53 are retained without claiming full ITT.",High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,3.2,Evidence missingness does not bias result?,NI,"120 enrolled, 105 analyzed. Exclusions include analgesics outside plan, PCIA, changed surgery and bleeding, all potentially related to recovery. Informative missingness is likely; final table denominators 52/53 are retained without claiming full ITT.",High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,3.3,Missingness could depend on outcome?,Y,"120 enrolled, 105 analyzed. Exclusions include analgesics outside plan, PCIA, changed surgery and bleeding, all potentially related to recovery. Informative missingness is likely; final table denominators 52/53 are retained without claiming full ITT.",High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,3.4,Such dependence likely?,PY,"120 enrolled, 105 analyzed. Exclusions include analgesics outside plan, PCIA, changed surgery and bleeding, all potentially related to recovery. Informative missingness is likely; final table denominators 52/53 are retained without claiming full ITT.",High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,4.1,Measurement method inappropriate?,N,Self-reported global QoR after preoperative and PACU stimulation versus no TEAS. Patients probably know allocation and awareness is likely to influence subjective reporting. A masked pain-assessment nurse does not mask the patient QoR assessor.,High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,4.2,Measurement differs between arms?,PN,Self-reported global QoR after preoperative and PACU stimulation versus no TEAS. Patients probably know allocation and awareness is likely to influence subjective reporting. A masked pain-assessment nurse does not mask the patient QoR assessor.,High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,4.3,Outcome assessor aware?,PY,Self-reported global QoR after preoperative and PACU stimulation versus no TEAS. Patients probably know allocation and awareness is likely to influence subjective reporting. A masked pain-assessment nurse does not mask the patient QoR assessor.,High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,4.4,Awareness could influence measurement?,Y,Self-reported global QoR after preoperative and PACU stimulation versus no TEAS. Patients probably know allocation and awareness is likely to influence subjective reporting. A masked pain-assessment nurse does not mask the patient QoR assessor.,High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,4.5,Influence likely?,PY,Self-reported global QoR after preoperative and PACU stimulation versus no TEAS. Patients probably know allocation and awareness is likely to influence subjective reporting. A masked pain-assessment nurse does not mask the patient QoR assessor.,High
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,5.1,Prospective analysis plan verified?,NI,"24-hour QoR-40 identified as a main index, but prospective exact-result plan not independently verified. No direct evidence of selecting this global score among alternate results.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,5.2,Result selected from multiple measurements?,PN,"24-hour QoR-40 identified as a main index, but prospective exact-result plan not independently verified. No direct evidence of selecting this global score among alternate results.",Some concerns
QOR24-AUDIT-0120,AUDIT-0120,Pan 2023,5.3,Result selected from multiple analyses?,PN,"24-hour QoR-40 identified as a main index, but prospective exact-result plan not independently verified. No direct evidence of selecting this global score among alternate results.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,1.1,Random sequence?,Y,"Independent SPSS sequence, sealed envelopes and assignment revealed only at first intervention support probably concealed allocation.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,1.2,Concealed allocation?,PY,"Independent SPSS sequence, sealed envelopes and assignment revealed only at first intervention support probably concealed allocation.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,1.3,Baseline pattern suggests randomization failure?,PN,"Independent SPSS sequence, sealed envelopes and assignment revealed only at first intervention support probably concealed allocation.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.1,Participant aware?,PY,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.2,Care personnel aware?,PY,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.3,Trial-context deviations?,PN,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.4,Deviations affect outcome?,NA,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.5,Deviations balanced?,NA,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.6,Assignment-effect analysis appropriate?,PY,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,2.7,Analysis departure materially consequential?,NA,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,3.1,All or nearly all outcome data?,PY,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,3.2,Evidence missingness does not bias result?,NA,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,3.3,Missingness could depend on outcome?,NA,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,3.4,Such dependence likely?,NA,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,4.1,Measurement method inappropriate?,N,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,4.2,Measurement differs between arms?,PN,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,4.3,Outcome assessor aware?,PY,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,4.4,Awareness could influence measurement?,Y,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,4.5,Influence likely?,NI,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,5.1,Prospective analysis plan verified?,NI,"Registration is reported as preceding recruitment and QoR is named in published methods, but prospective exact-result/timepoint/analysis specification has not been independently verified.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,5.2,Result selected from multiple measurements?,PN,"Registration is reported as preceding recruitment and QoR is named in published methods, but prospective exact-result/timepoint/analysis specification has not been independently verified.",Some concerns
QOR24-QOR24-HOU2023,QOR24-HOU2023,Hou 2023,5.3,Result selected from multiple analyses?,PN,"Registration is reported as preceding recruitment and QoR is named in published methods, but prospective exact-result/timepoint/analysis specification has not been independently verified.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,1.1,Random sequence?,Y,Independent computer sequence at PACU arrival. Serial-number correspondence is described but the concealment mechanism is insufficiently explicit.,Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,1.2,Concealed allocation?,NI,Independent computer sequence at PACU arrival. Serial-number correspondence is described but the concealment mechanism is insufficiently explicit.,Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,1.3,Baseline pattern suggests randomization failure?,PN,Independent computer sequence at PACU arrival. Serial-number correspondence is described but the concealment mechanism is insufficiently explicit.,Some concerns
