assessment_id,result_id,study,question_id,short_question,answer,justification,domain_judgment
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,4.2,Measurement differs between arms?,PN,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,4.3,Outcome assessor aware?,NI,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,4.4,Awareness could influence measurement?,Y,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,4.5,Influence likely?,NI,"Validated patient-reported QoR-40. No-current usual-care description does not document a credible sham; patient awareness at assessment is unclear. Interviewer masking cannot resolve this, so Some concerns rather than assuming either successful masking or definite influence.",Some concerns
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,5.1,Prospective analysis plan verified?,NI,"24/48-hour total QoR is described, but no independently verified prospective exact-result analysis plan. No direct evidence of result selection.",Some concerns
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,5.2,Result selected from multiple measurements?,PN,"24/48-hour total QoR is described, but no independently verified prospective exact-result analysis plan. No direct evidence of result selection.",Some concerns
QORLATER-V33-OD-0381-LATER,V33-OD-0381-LATER,Liang 2021,5.3,Result selected from multiple analyses?,PN,"24/48-hour total QoR is described, but no independently verified prospective exact-result analysis plan. No direct evidence of result selection.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,1.1,Random sequence?,Y,"Independent SPSS sequence, sealed envelopes and assignment revealed only at first intervention support probably concealed allocation.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,1.2,Concealed allocation?,PY,"Independent SPSS sequence, sealed envelopes and assignment revealed only at first intervention support probably concealed allocation.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,1.3,Baseline pattern suggests randomization failure?,PN,"Independent SPSS sequence, sealed envelopes and assignment revealed only at first intervention support probably concealed allocation.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.1,Participant aware?,PY,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.2,Care personnel aware?,PY,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.3,Trial-context deviations?,PN,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.4,Deviations affect outcome?,NA,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.5,Deviations balanced?,NA,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.6,Assignment-effect analysis appropriate?,PY,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2.7,Analysis departure materially consequential?,NA,"Common anesthesia, TAP block and analgesia; practitioner unmasked but otherwise masking reported and no material trial-context departures documented. One withdrawal per arm, with nearly all assigned participants assessed.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,3.1,All or nearly all outcome data?,PY,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,3.2,Evidence missingness does not bias result?,NA,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,3.3,Missingness could depend on outcome?,NA,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,3.4,Such dependence likely?,NA,"72/74 analyzed (36/37 each). Two personal-reason withdrawals, no recovery-related pattern documented; nearly all data available. This is a contextual judgment, not a universal attrition cutoff.",Low
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,4.1,Measurement method inappropriate?,N,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,4.2,Measurement differs between arms?,PN,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,4.3,Outcome assessor aware?,PY,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,4.4,Awareness could influence measurement?,Y,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,4.5,Influence likely?,NI,"QoR-15 is self-reported. Acupuncture-naive patients were told stimulation might not be felt, supporting masking, but vibration at 6-15 mA over three sessions versus a disabled device could still reveal allocation. Reporting influence remains uncertain.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,5.1,Prospective analysis plan verified?,NI,"Registration is reported as preceding recruitment and QoR is named in published methods, but prospective exact-result/timepoint/analysis specification has not been independently verified.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,5.2,Result selected from multiple measurements?,PN,"Registration is reported as preceding recruitment and QoR is named in published methods, but prospective exact-result/timepoint/analysis specification has not been independently verified.",Some concerns
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,5.3,Result selected from multiple analyses?,PN,"Registration is reported as preceding recruitment and QoR is named in published methods, but prospective exact-result/timepoint/analysis specification has not been independently verified.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,1.1,Random sequence?,Y,"Computer sequence and sealed code delivered to an independent nurse. Printed 1:1:1:1 ratio conflicts with the three-arm trial but is treated as a reporting error, not proof of nonrandom allocation.",Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,1.2,Concealed allocation?,PY,"Computer sequence and sealed code delivered to an independent nurse. Printed 1:1:1:1 ratio conflicts with the three-arm trial but is treated as a reporting error, not proof of nonrandom allocation.",Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,1.3,Baseline pattern suggests randomization failure?,PN,"Computer sequence and sealed code delivered to an independent nurse. Printed 1:1:1:1 ratio conflicts with the three-arm trial but is treated as a reporting error, not proof of nonrandom allocation.",Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.1,Participant aware?,PY,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.2,Care personnel aware?,PN,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.3,Trial-context deviations?,PN,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.4,Deviations affect outcome?,NA,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.5,Deviations balanced?,NA,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.6,Assignment-effect analysis appropriate?,PY,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2.7,Analysis departure materially consequential?,NA,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,3.1,All or nearly all outcome data?,PN,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,3.2,Evidence missingness does not bias result?,NI,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,3.3,Missingness could depend on outcome?,PY,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,3.4,Such dependence likely?,NI,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,4.1,Measurement method inappropriate?,N,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,4.2,Measurement differs between arms?,PN,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,4.3,Outcome assessor aware?,PY,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,4.4,Awareness could influence measurement?,Y,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,4.5,Influence likely?,NI,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,5.1,Prospective analysis plan verified?,NI,"Published primary QoR at POD1/3/7, without independent verification of a prospective exact-result analysis plan. This review fixes POD1 rather than selecting the largest later contrast.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,5.2,Result selected from multiple measurements?,PN,"Published primary QoR at POD1/3/7, without independent verification of a prospective exact-result analysis plan. This review fixes POD1 rather than selecting the largest later contrast.",Some concerns
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,5.3,Result selected from multiple analyses?,PN,"Published primary QoR at POD1/3/7, without independent verification of a prospective exact-result analysis plan. This review fixes POD1 rather than selecting the largest later contrast.",Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,1.1,Random sequence?,Y,"Computer sequence, sequential opaque sealed envelopes and an independent assistant uninvolved in recruitment/outcomes.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,1.2,Concealed allocation?,Y,"Computer sequence, sequential opaque sealed envelopes and an independent assistant uninvolved in recruitment/outcomes.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,1.3,Baseline pattern suggests randomization failure?,PN,"Computer sequence, sequential opaque sealed envelopes and an independent assistant uninvolved in recruitment/outcomes.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.1,Participant aware?,PY,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.2,Care personnel aware?,PY,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.3,Trial-context deviations?,PN,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.4,Deviations affect outcome?,NA,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.5,Deviations balanced?,NA,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.6,Assignment-effect analysis appropriate?,PY,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2.7,Analysis departure materially consequential?,NA,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,3.1,All or nearly all outcome data?,PY,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,3.2,Evidence missingness does not bias result?,NA,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,3.3,Missingness could depend on outcome?,NA,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,3.4,Such dependence likely?,NA,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,4.1,Measurement method inappropriate?,N,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,4.2,Measurement differs between arms?,PN,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,4.3,Outcome assessor aware?,PY,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,4.4,Awareness could influence measurement?,Y,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,4.5,Influence likely?,NI,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,5.1,Prospective analysis plan verified?,NI,"POD1 global QoR is the sample-size target and all three days are reported, but prospective exact-result analysis specification is unverified. The contradictory POD3 P value is a separate held timepoint, not a reason to replace the POD1 data.",Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,5.2,Result selected from multiple measurements?,PN,"POD1 global QoR is the sample-size target and all three days are reported, but prospective exact-result analysis specification is unverified. The contradictory POD3 P value is a separate held timepoint, not a reason to replace the POD1 data.",Some concerns
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,5.3,Result selected from multiple analyses?,PN,"POD1 global QoR is the sample-size target and all three days are reported, but prospective exact-result analysis specification is unverified. The contradictory POD3 P value is a separate held timepoint, not a reason to replace the POD1 data.",Some concerns
