record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0137,LU22_TEAS_vs_CTRL_PCADELIV24,Lu 2022,PCA deliveries / bolus count,Successful PCA deliveries,24 h,24 h point,Median/IQR,TEAS,Sham,TEAS + ERAS,No-current control + ERAS,deliveries,47,47,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,PCA table / 24-h deliveries,,,,,,1,,
V33-OD-0148,LONG25_TEAS_vs_CTRL_PCIA48VOL,Long 2025,PCIA solution volume,PCIA solution consumption,48 h,48h,Mean/SD,EA,Sham,Perioperative electrical acupoint stimulation,Electrodes/no current,mL of weight-based sufentanil solution,27,26,86.22,4.27,89.23,3.67,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,Table 7 / Figure 9,,-3.01,1.092395,MD,Native MD; no pooled interpretation without compatible model.,1,-0.743763,0.284108
V33-OD-0149,LONG25_TEAS_vs_CTRL_PCIAPRESS48,Long 2025,PCA/PCIA button presses,PCIA compression count,48 h,48h,Mean/SD,EA,Sham,Perioperative electrical acupoint stimulation,Electrodes/no current,presses,27,26,7.11,2.14,8.62,1.84,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,Table 7 / Figure 9,,-1.51,0.547568,MD,Native MD; no pooled interpretation without compatible model.,1,-0.744372,0.284123
V33-OD-0165,LIU21_TEAS_vs_CTRL_PCAPRESS24,Liu 2021,PCA/PCIA button presses,PCA pump compressions,0-24 h,0-24h,Mean/SD,TEAS,Sham,Perioperative TEAS,Electrodes/no current,presses,50,50,17.62,2.687,17.38,3.801,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,24-h PCA compression result,,0.24,0.658294,MD,Native MD; no pooled interpretation without compatible model.,1,0.072356,0.200065
V33-OD-0188,JIN23_2HZ_vs_SHAM_NAPC48,Jin 2023,PCA/PCIA button presses,Cumulative analgesic pump compressions,48 h,48h,Median/IQR,EA,Sham,2-Hz postoperative EA,Sham nonpenetrating EA/no current,pump compressions,53,52,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Primary outcome / Table 3,,,,,,1,,
V33-OD-0189,JIN23_20100_vs_SHAM_NAPC48,Jin 2023,PCA/PCIA button presses,Cumulative analgesic pump compressions,48 h,48h,Median/IQR,EA,Sham,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,pump compressions,53,52,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Primary outcome / Table 3,,,,,,1,,
V33-OD-0190,JIN23_2HZ_vs_SHAM_VOL24,Jin 2023,PCIA solution volume,Published 'fentanyl consumption' / PCIA solution volume,24 h,24 h point,Mean/SD,EA,Sham,2-Hz postoperative EA,Sham nonpenetrating EA/no current,mL PCIA solution,53,52,39.31,15.58,56.54,12.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Table 3 / 24-h 'fentanyl consumption',,-17.23,2.754041,MD,Native MD; no pooled interpretation without compatible model.,1,-1.209715,0.212291
V33-OD-0191,JIN23_20100_vs_SHAM_VOL24,Jin 2023,PCIA solution volume,Published 'fentanyl consumption' / PCIA solution volume,24 h,24 h point,Mean/SD,EA,Sham,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,mL PCIA solution,53,52,45.72,16.92,56.54,12.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Table 3 / 24-h 'fentanyl consumption',,-10.82,2.899386,MD,Native MD; no pooled interpretation without compatible model.,1,-0.721054,0.201431
V33-OD-0207,HOU23_TEAS_vs_SHAM_RESCUE,Hou 2023,Non-opioid rescue analgesia,Any rescue flurbiprofen use,Postoperative,postoperative,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,participants,36,36,,,,,15,28,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,Rescue analgesia,,-0.624154,0.216392,logRR,Uncorrected log risk ratio,1,,
V33-OD-0216,HEJIS26_TEAS_vs_CTRL_PCAATT24,He 2026 (hepatectomy/JIS),PCA/PCIA button presses,PCA attempts,24 h,24 h point,Mean/SD,TEAS,Sham,Intraoperative PC6 TEAS,No-current PC6 control,attempts,80,79,2.7,3.3,3.5,6.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,Supplemental/secondary outcome,,-0.8,0.77919,MD,Native MD; no pooled interpretation without compatible model.,1,-0.162633,0.158875
V33-OD-0225,GU19_LTEAS_vs_CTEAS_PCIA4,Gu 2019,PCIA solution volume,Cumulative multimodal PCIA solution consumed,4 h,4h,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,mL multimodal PCIA solution,58,59,10.02,2.26,13.38,2.98,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,Figure 4 / 4 h cumulative PCIA,,-3.36,0.488444,MD,Native MD; no pooled interpretation without compatible model.,1,-1.260724,0.202442
V33-OD-0226,GU19_LTEAS_vs_CTEAS_PCIA8,Gu 2019,PCIA solution volume,Cumulative multimodal PCIA solution consumed,8 h,8h,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,mL multimodal PCIA solution,58,59,20.55,4.59,24.63,3.94,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,Figure 4 / 8 h cumulative PCIA,,-4.08,0.791426,MD,Native MD; no pooled interpretation without compatible model.,1,-0.948249,0.195021
V33-OD-0227,GU19_LTEAS_vs_CTEAS_PCIA36,Gu 2019,PCIA solution volume,Cumulative multimodal PCIA solution consumed,36 h,36h,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,mL multimodal PCIA solution,58,59,72.64,9.74,76.01,10.43,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,Figure 4 / 36 h cumulative PCIA,,-3.37,1.865331,MD,Native MD; no pooled interpretation without compatible model.,1,-0.331683,0.186174
V33-OD-0228,GU19_OPIOID24,Gu 2019,PCIA solution volume,Cumulative multimodal PCIA solution volume,0-24 h,0-24h,Graph-only continuous data,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,mL multimodal PCIA solution,58,59,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,Figure 4 / 24-h point,,,,,,1,,
V33-OD-0259,CHEN15H_TEAS_vs_SHAM_RESCUECOUNT24,Chen 2015 (Hyperalgesia),PCA deliveries / bolus count,Cumulative number of rescue sufentanil PCIA boluses,0-24 h,0-24h,Median/IQR,TEAS,Sham,Preoperative TEAS,Electrodes/no-current sham,boluses,29,30,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,Table 2 / cumulative rescue analgesia,,,,,,1,,
V33-OD-0262,AO21_TEAS_vs_SHAM_PCA48,Ao 2021,PCIA solution volume,Cumulative PCA solution consumption,48 h,48h,Mean/SD,TEAS,Sham,Repeated perioperative TEAS,Sham/no current,mL PCA solution,32,33,102.8,7.4,120.6,9.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1tNFnY0fJpx53hrtY4DIaE1RsNjE55Xvd/view?usp=drivesdk,48-h PCA result,,-17.8,2.067873,MD,Native MD; no pooled interpretation without compatible model.,1,-2.103023,0.30915
V33-OD-0307,OZT19_TAES_vs_CTRL_DEX24,Oztas 2019,Non-opioid rescue analgesia,Rescue IV dexketoprofen trometamol consumption,0-24 h,0-24h,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,mg dexketoprofen,15,16,53.33,35.18,71.87,40.69,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Dexketoprofen trometamol (0–24 h),,-18.54,13.637763,MD,Native MD; no pooled interpretation without compatible model.,1,-0.473553,0.364395
V33-OD-0308,OZT19_TAES_vs_TENS_DEX24,Oztas 2019,Non-opioid rescue analgesia,Rescue IV dexketoprofen trometamol consumption,0-24 h,0-24h,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),mg dexketoprofen,15,16,53.33,35.18,46.87,46.43,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Dexketoprofen trometamol (0–24 h),,6.46,14.739162,MD,Native MD; no pooled interpretation without compatible model.,1,0.152032,0.359916
V33-OD-0309,OZT19_TAES_vs_CTRL_DEX48,Oztas 2019,Non-opioid rescue analgesia,Rescue IV dexketoprofen trometamol consumption,24-48 h,24-48h,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,mg dexketoprofen,15,16,33.33,40.82,53.12,59.07,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Dexketoprofen trometamol (24–48 h),,-19.79,18.142874,MD,Native MD; no pooled interpretation without compatible model.,1,-0.377322,0.362578
V33-OD-0310,OZT19_TAES_vs_TENS_DEX48,Oztas 2019,Non-opioid rescue analgesia,Rescue IV dexketoprofen trometamol consumption,24-48 h,24-48h,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),mg dexketoprofen,15,16,33.33,40.82,31.25,35.93,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Dexketoprofen trometamol (24–48 h),,2.08,13.848109,MD,Native MD; no pooled interpretation without compatible model.,1,0.052797,0.35946
V33-OD-0329,SONG20_TEAS_vs_SHAM_PCAPRESS24,Song 2020,PCA/PCIA button presses,PCA pump press number,0-24 h,0-24h,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,pump presses,42,43,30.12,4.3,36.91,2.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-6.79,0.757754,MD,Native MD; no pooled interpretation without compatible model.,1,-1.938441,0.262999
V33-OD-0330,SONG20_TEAS_vs_SHAM_BUTORPCA24_DERIVED,Song 2020,PCA/PCIA button presses,Nominal butorphanol PCA bolus component derived from reported pump presses,0-24 h,0-24h,Derived mean/SD (linear from press count),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,mg butorphanol,42,43,2.4096,0.344,2.9528,0.192,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,PCA formulation in Methods + Table 3 press counts,,,,,,1,,
V33-OD-0369,YAO15_TEAS_vs_CTRL_RESCUECOUNT24,Yao 2015,Rescue analgesia — drug class unresolved,Cumulative number of rescue analgesia administrations,0-24 h postoperative,0-24h postoperative,Median/IQR,TEAS,Sham,Preoperative TEAS,Control/no current,administrations,35,36,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/039_yao_2015.pdf,Table 3 (Cumulative number of rescue analgesia),,,,,,1,,
V33-OD-0383,LIANG21_TEAS_vs_CTRL_ANALGREQ,Liang 2021,Ambiguous analgesia requirement,Postoperative analgesia requirement (metric undefined),Early postoperative period - exact window not stated,AMBIGUOUS,Reported as value (dispersion); statistic type ambiguous,TEAS,Sham,Preoperative TEAS,Control/no stimulation,UNRESOLVED - source does not define the metric,35,35,,,,,,,HOLD,"Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/014_liang_2021.pdf,Table 4; Results 3.3; abstract,,,,,,1,,
AUDIT-0014,V34_B1_013,Zhu 2022,Rescue analgesia,Participants requiring postoperative analgesics,0–48 h after surgery,0-48h after surgery,Events/total,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,participants,101.0,101.0,,,,,2.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.405465,0.90196,logRR,Uncorrected log risk ratio,1,,
AUDIT-0015,V34_B1_014,Zhu 2022,Rescue analgesia,Participants requiring postoperative analgesics,0–48 h after surgery,0-48h after surgery,Events/total,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,participants,98.0,101.0,,,,,3.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,0.030153,0.804091,logRR,Uncorrected log risk ratio,1,,
AUDIT-0016,V34_B1_015,Zhu 2022,Rescue analgesia,Participants requiring postoperative analgesics,0–48 h after surgery,0-48h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,1.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-1.088662,1.146051,logRR,Uncorrected log risk ratio,1,,
AUDIT-0074,V34_B1_073,Yang 2020,Rescue analgesia — drug class unresolved,Participants given rescue medication,Postoperative; exact window not stated,AMBIGUOUS,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,5.0,7.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,,,,,1,,
AUDIT-0102,V34_B1_101,Pan 2023,Rescue analgesia — drug class unresolved,Participants using analgesic drugs,Within 24 h after operation,within 24h after operation,Events/total,TEAS,Usual care,Group T — TEAS,Group C — control,participants,52.0,53.0,,,,,19.0,23.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 7,,,,,,1,,
AUDIT-0133,V34_B1_132,Lu 2022,PCA/PCIA button presses,PCA attempts,48 h after surgery,48h after surgery,Median/range,TEAS,Sham,TEAS,Control,PCA attempts,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0134,V34_B1_133,Lu 2022,PCA deliveries / bolus count,Successful PCA deliveries,48 h after surgery,48h after surgery,Median/range,TEAS,Sham,TEAS,Control,PCA deliveries,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0135,V34_B1_134,Lu 2022,PCA/PCIA button presses,PCA attempts,72 h after surgery,72h after surgery,Median/range,TEAS,Sham,TEAS,Control,PCA attempts,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
