record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0018,AO21_TEAS_vs_SHAM_OPIOID24,Ao 2021,Postoperative opioid dose (native window/unit),Cumulative postoperative sufentanil,Exact 0-24 h,exact 0-24h,Not reported,TEAS,Sham,TEAS,Sham/no current,µg sufentanil,32,33,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1tNFnY0fJpx53hrtY4DIaE1RsNjE55Xvd/view?usp=drivesdk,Article reports 48-h PCA framework only,,,,,,1,,
V33-OD-0030,ZHOU25_TEAS_vs_SHAM_OPIOID24,Zhou 2025,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,Sham,PACU TEAS,Sham/no current,mg/µg,48,49,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,Not numerically reported,,,,,,1,,
V33-OD-0032,ZHOU21_TEAS_vs_UC_OPIOIDUSE,Zhou 2021,Postoperative opioid dose (native window/unit),Any postoperative opioid use,Postoperative window not clearly defined as 0-24 h,postoperative window not clearly defined as 0-24h,Events/total,TEAS,Usual care,Postoperative TEAS + ERAS,ERAS/usual care,participants,41,40,,,,,18,30,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,Table 3,,-0.535518,0.198743,logRR,Uncorrected log risk ratio,1,,
V33-OD-0036,ZHENG25_TEAS_vs_SHAM_OPIOID24,Zheng 2025,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil mass,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham/no current,µg sufentanil,42,43,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,PCIA formulation section / missing outcome,,,,,,1,,
V33-OD-0038,ZHAN20_TAPTEAS_vs_TAP_OPIOID24,Zhan 2020,Postoperative opioid dose (native window/unit),Actual cumulative postoperative sufentanil consumption,0-24 h,0-24h,Not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TAP block + postoperative TEAS,TAP block,µg sufentanil,30,30,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1GYG7JxUOQxbt724-Ng7dWv3sYeC8dDSr/view?usp=drivesdk,PCIA protocol / exact 24-h opioid section,,,,,,1,,
V33-OD-0039,ZHANG25_TEAS_vs_SHAM_SUFPOD1,Zhang 2025,Postoperative opioid dose (native window/unit),Total sufentanil consumption,POD1; approximately 24 h but exact clock window not explicit,pod1; approximately 24h but exact clock window not explicit,Mean/SD,TEAS,Sham,Perioperative TEAS,Sub-sensory sham,µg sufentanil,45,48,50.53,4.46,53.79,5.14,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,"Table 4, p9",,-3.26,0.996215,MD,Native MD; no pooled interpretation without compatible model.,1,-0.670315,0.21324
V33-OD-0045,ZHANG23_TEAS_vs_SHAM_MME48,Zhang 2023,Postoperative opioid dose (native window/unit),Postoperative IV morphine-equivalent consumption,Within 48 h,within 48h,Median/IQR,TEAS,Sham,TEAS,Sham/no current,mg IV morphine-equivalent,922,916,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,Table 1 / postoperative opioid-equivalent result,,,,,,1,,
V33-OD-0046,ZHANG23_TEAS_vs_SHAM_OPIOID24,Zhang 2023,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,Sham,TEAS,Sham/no current,mg IV morphine-equivalent,922,916,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,
V33-OD-0051,ZHANG14_TEAS_vs_SHAM_OPIOID24,Zhang 2014,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,Sham,Preoperative TEAS,Sham/no current,mg/µg,33,32,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,Postoperative analgesic section,,,,,,1,,
V33-OD-0052,YANG24_EA_vs_UC_MORPH24,Yang 2024,Postoperative opioid dose (native window/unit),Morphine use via IV PCA,First 24 h / POD1,cumulative 0–24 h (locked primary source adjudication),Mean/SD,EA,Usual care,Perioperative EA + usual care,Usual care,mg morphine,90,90,43.7,4.7,44,4.9,,,INCLUDE,Locked strict primary result; prespecified source adjudication and conversions retained.,EXISTING_LOCKED_PRIMARY: Some concerns,,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,Table 3 / Morphine use on POD1,,-0.3,0.715697,MD,Native MD; no pooled interpretation without compatible model.,1,-0.062223,0.149107
V33-OD-0059,XIONG21_TEAS_vs_CTRL_POSTOPMME,Xiong 2021,Postoperative opioid dose (native window/unit),Postoperative opioid consumption,Postoperative window unclear,AMBIGUOUS,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,mg morphine-equivalent/kg,31,31,0.6,0.2,0.6,0.1,,,HOLD,"Unresolved source statistic, denominator or timepoint.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Table 1 / postoperative opioid consumption,,,,,,1,,
V33-OD-0060,XIONG21_TEAS_vs_CTRL_OPIOID24,Xiong 2021,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,mg morphine-equivalent/kg,31,31,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,
V33-OD-0066,XING22_NTG_vs_NG_OPIOID24,Xing 2022,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil delivered,0-24 h,0-24h,Not reported,TEAS,Sham,TEAS + active TAPB,Sham TEAS + active TAPB,µg sufentanil,29,29,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,
V33-OD-0067,XIE14_EAS_vs_SHAM_TOTALSUF,Xie 2014,Postoperative opioid dose (native window/unit),Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,AMBIGUOUS,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Active EAS PC4/PC6,Sham needling PC4/PC6,µg sufentanil,20,20,115,6,133,7,,,HOLD,"Unresolved source statistic, denominator or timepoint.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Table 2 / total sufentanil,,,,,,1,,
V33-OD-0068,XIE14_EAS_vs_CONTROL_TOTALSUF,Xie 2014,Postoperative opioid dose (native window/unit),Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,AMBIGUOUS,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Active EAS PC4/PC6,General-anesthesia control,µg sufentanil,20,20,115,6,134,5.9,,,HOLD,"Unresolved source statistic, denominator or timepoint.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Table 2 / total sufentanil,,,,,,1,,
V33-OD-0069,XIE14_EAS_vs_SHAM_PCADEMAND,Xie 2014,Postoperative opioid dose (native window/unit),Patient-controlled analgesia demand count,Study PCA period,study pca period,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Active EAS PC4/PC6,Sham needling PC4/PC6,demands,20,20,16,3,43,3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Table 2 / patient demand,,-27,0.948683,MD,Native MD; no pooled interpretation without compatible model.,1,-8.821192,1.035697
V33-OD-0070,XIE14_EAS_vs_SHAM_OPIOID24,Xie 2014,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil,0-24 h,0-24h,Not reported,MODALITY_REVIEW_REQUIRED,Sham,Active EAS PC4/PC6,Sham needling PC4/PC6,µg sufentanil,20,20,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,
V33-OD-0074,WU22_PTEAS_vs_CTRL_OPIOID24,Wu 2022,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative pTEAS,No-current control,mg/µg,44,40,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1XR_8qmeHR7ulwV7NaaI0CeYbpwKdc_ym/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,
V33-OD-0079,WU25_TEAS_vs_SHAM_OPIOID24,Wu 2025,Postoperative opioid dose (native window/unit),Exact postoperative opioid/MME consumption,0-24 h,0-24h,Not calculable,TEAS,Sham,PACU TEAS,Sham/no current,MME,50,50,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,Postoperative rescue-analgesia section,,,,,,1,,
V33-OD-0084,WANG23_TEAS_vs_SHAM_OPIOID24,Wang 2023,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,Sham,Nighttime TEAS,Sham/no current,mg/µg,40,43,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,Postoperative analgesia outcomes,,,,,,1,,
V33-OD-0093,WANG24_POSTOP_OPIOID24,Wang 2024,Postoperative opioid dose (native window/unit),Postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS within risk strata,OD within risk strata,mg/µg,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,
V33-OD-0106,SUN17_POSTOP_OPIOID24,Sun 2017,Postoperative opioid dose (native window/unit),Postoperative opioid consumption,0-24 h,0-24h,Not applicable / not reported,TEAS,Sham,True TEAS timing arms,All-period sham TEAS,mg/µg,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Postoperative analgesia protocol,,,,,,1,,
V33-OD-0107,SIM02_PREOP_vs_PLACEBO_MORPH24,Sim 2002,Postoperative opioid dose (native window/unit),Cumulative postoperative IV PCA morphine,0-24 h,0-24h,Mean/SD,EA,Sham,Preoperative EA,Placebo EA,mg/kg morphine,30,30,0.52,0.19,0.68,0.38,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Figure 4 / cumulative 24-h morphine,,-0.16,0.077567,MD,Native MD; no pooled interpretation without compatible model.,1,-0.525677,0.26262
V33-OD-0108,SIM02_POSTOP_vs_PLACEBO_MORPH24,Sim 2002,Postoperative opioid dose (native window/unit),Cumulative postoperative IV PCA morphine,0-24 h,0-24h,Mean/SD,EA,Sham,Postoperative EA,Placebo EA,mg/kg morphine,30,30,0.58,0.27,0.68,0.38,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Figure 4 / cumulative 24-h morphine,,-0.1,0.085108,MD,Native MD; no pooled interpretation without compatible model.,1,-0.299439,0.259642
V33-OD-0109,SIM02_PREOP_vs_PLACEBO_MORPH6_12,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine,6-12 h,6-12h,Median/IQR width as printed,EA,Sham,Preoperative EA,Placebo EA,mg/kg morphine,30,30,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,6-12-h morphine interval,,,,,,1,,
V33-OD-0111,NTRI14_EA_vs_SHAM_TRAMSUM,Ntritsou 2014,Postoperative opioid dose (native window/unit),Total tramadol exposure,Perioperative / first 24 h most consistent with protocol; table does not restate window,perioperative / first 24h most consistent with protocol; table does not restate window,Mean/SD,EA,Sham,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,mg tramadol,35,35,443.7,67.4,461.5,63.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,Table 1 / tramadol sum,,-17.8,15.617755,MD,Native MD; no pooled interpretation without compatible model.,1,-0.269431,0.240128
V33-OD-0114,NTRI14_EA_vs_SHAM_MME24,Ntritsou 2014,Postoperative opioid dose (native window/unit),Complete 24-h opioid/MME exposure,0-24 h,0-24h,Not calculable,EA,Sham,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,MME,35,35,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,Combined opioid exposure,,,,,,1,,
V33-OD-0119,NG13_EA_vs_SHAM_PETHCOUNT,Ng 2013,Postoperative opioid dose (native window/unit),Number of postoperative pethidine injections,Postoperative; exact window NR,postoperative; exact window nr,Mean/SD,EA,Sham,Electroacupuncture,Sham acupuncture,number of injections,55,55,2.7,2.3,5.2,4.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,Analgesic requirement tables,,-2.5,0.705562,MD,Native MD; no pooled interpretation without compatible model.,1,-0.670973,0.195985
V33-OD-0120,NG13_EA_vs_SHAM_OPIOID24,Ng 2013,Postoperative opioid dose (native window/unit),Cumulative pethidine consumption,0-24 h,0-24h,Not reported,EA,Sham,Electroacupuncture,Sham acupuncture,mg pethidine,55,55,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,
V33-OD-0125,MA26_T_vs_S_OPIOID24,Ma 2026,Postoperative opioid dose (native window/unit),Cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",mg/µg,17,16,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1tMEOwvRWIMeEmBmKfeHEt7YF10yxslUe/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,
V33-OD-0132,LU21_POSTOP_OPIOID24,Lu 2021,Postoperative opioid dose (native window/unit),Cumulative postoperative sufentanil PCA consumption,0-24 h,0-24h,Not reported,TEAS,Sham,TEAS arms,Sham/no current,µg sufentanil,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,Postoperative PCA section,,,,,,1,,
V33-OD-0138,LU22_TEAS_vs_CTRL_OPIOID24,Lu 2022,Postoperative opioid dose (native window/unit),Exact cumulative PCA opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,TEAS + ERAS,No-current control + ERAS,mg/µg,47,47,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,Postoperative PCA section,,,,,,1,,
V33-OD-0143,LUO26_TEAS_vs_SHAM_OPIOIDEQUIV,Luo 2026,Postoperative opioid dose (native window/unit),Published 'sufentanil equivalents' metric,Perioperative,perioperative,Mean/SD,TEAS,Sham,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,published as mg; definition/unit unresolved,138,139,15.86,5.11,15.18,4.95,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,Table 1 / perioperative opioid metric,,0.68,0.604562,MD,Native MD; no pooled interpretation without compatible model.,1,0.134811,0.120306
