record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0134,LU22_TEAS_vs_CTRL_FLATUS,Lu 2022,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,TEAS + ERAS,No-current control + ERAS,hours,47,47,34.5,16.7,42.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,First flatus result,,-7.9,4.134185,MD,Native MD; no pooled interpretation without compatible model.,1,-0.390966,0.208246
V33-OD-0135,LU22_TEAS_vs_CTRL_DEFEC,Lu 2022,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,TEAS + ERAS,No-current control + ERAS,hours,47,47,42,25,55.4,29.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,First defecation result,gi_first_defecation,-13.4,5.662662,MD,Native MD; no pooled interpretation without compatible model.,1,-0.484156,0.209285
V33-OD-0152,LI21_TEAS_vs_SHAM_BOWEL,Li 2021,GI — first defecation,Time to first bowel motion by auscultation,Postoperative,postoperative,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham-point/no current,hours,140,140,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,Primary outcome / first bowel motion,,,,,,1,,
V33-OD-0153,LI21_TEAS_vs_SHAM_FLATUS,Li 2021,GI — first flatus,Time to first flatus,Postoperative,postoperative,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham-point/no current,hours,140,140,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,First-flatus result,,,,,,1,,
V33-OD-0154,LI21_TEAS_vs_SHAM_PGD,Li 2021,GI — bowel sounds,Postoperative gastrointestinal dysfunction: no bowel sounds >48 h,Postoperative,postoperative,Events/total,TEAS,Sham,Perioperative TEAS,Sham-point/no current,participants,140,140,,,,,26,44,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,PGD incidence,,-0.526093,0.216571,logRR,Uncorrected log risk ratio,1,,
V33-OD-0193,JIANG26_TEAS_vs_SHAM_FLATUS_PP,Jiang 2026,GI — first flatus,Time to first flatus,Postoperative,postoperative,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no current,hours,294,293,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Primary outcome / PP analysis,,,,,,1,,
V33-OD-0194,JIANG26_TEAS_vs_SHAM_FLATUS_MITT,Jiang 2026,GI — first flatus,Time to first flatus,Modified-ITT-type analysis among intervention recipients,modified-itt-type analysis among intervention recipients,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no current,hours,296,297,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Primary outcome / reported ITT analysis,,,,,,1,,
V33-OD-0198,HUANG25_EA_vs_UC_FLATUS,Huang 2025,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,hours,43,45,36.4,8,42.2,8.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,Co-primary outcome / first flatus,,-5.8,1.758956,MD,Native MD; no pooled interpretation without compatible model.,1,-0.696072,0.219615
V33-OD-0199,HUANG25_EA_vs_UC_DEFEC,Huang 2025,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,hours,43,45,46,8,51.3,9.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,Co-primary outcome / first defecation,gi_first_defecation,-5.3,1.857936,MD,Native MD; no pooled interpretation without compatible model.,1,-0.600806,0.218011
V33-OD-0222,GU19_LTEAS_vs_CTEAS_BOWEL,Gu 2019,GI — bowel sounds,Time to first bowel sounds,Postoperative,postoperative,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,hours,58,59,19.69,7.61,26.58,7.43,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,GI recovery table,,-6.89,1.390741,MD,Native MD; no pooled interpretation without compatible model.,1,-0.910265,0.194246
V33-OD-0223,GU19_LTEAS_vs_CTEAS_FLATUS,Gu 2019,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,hours,58,59,36.58,10.75,43.56,9.57,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,GI recovery table,,-6.98,1.882749,MD,Native MD; no pooled interpretation without compatible model.,1,-0.681713,0.190201
V33-OD-0224,GU19_LTEAS_vs_CTEAS_DEFEC,Gu 2019,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,hours,58,59,71.48,20.62,77.27,22.67,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,GI recovery table,gi_first_defecation,-5.79,4.005175,MD,Native MD; no pooled interpretation without compatible model.,1,-0.265343,0.185719
V33-OD-0238,GAO21_TEAS_vs_SHAM_POI,Gao 2021,GI — first flatus,Postoperative paralytic ileus: no flatus >72 h,Postoperative,postoperative,Events/total,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,participants,303,307,,,,,98,126,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,Primary POI outcome,,-0.238199,0.107624,logRR,Uncorrected log risk ratio,1,,
V33-OD-0239,GAO21_TEAS_vs_SHAM_FLATUS,Gao 2021,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,hours,303,307,63.4,29,76.3,37.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,GI recovery outcomes,,-12.9,2.730282,MD,Native MD; no pooled interpretation without compatible model.,1,-0.381483,0.081713
V33-OD-0240,GAO21_TEAS_vs_SHAM_DEFEC,Gao 2021,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,hours,303,307,106.7,65.6,121.5,65.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,GI recovery outcomes,gi_first_defecation,-14.8,5.312247,MD,Native MD; no pooled interpretation without compatible model.,1,-0.225331,0.081236
V33-OD-0241,GAO21_TEAS_vs_SHAM_DIET,Gao 2021,GI — diet tolerance,Time to resume normal diet,Postoperative,postoperative,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,hours,303,307,373.9,224.9,425.5,235.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,GI recovery outcomes,,-51.6,18.647693,MD,Native MD; no pooled interpretation without compatible model.,1,-0.223733,0.081232
V33-OD-0357,ZHANG18_TEA_vs_SHAM_DEFEC,Zhang 2018,GI — first defecation,Time to first defecation,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,hours,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2a / Results,,,,,,1,,
V33-OD-0358,ZHANG18_TEA_vs_SHAM_FLATUS,Zhang 2018,GI — first flatus,Time to first flatus,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,hours,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2a / Results,,,,,,1,,
V33-OD-0359,ZHANG18_TEA_vs_SHAM_DIET,Zhang 2018,GI recovery,Time to resume diet,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,days,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2b / Results,,,,,,1,,
V33-OD-0360,ZHANG18_TEA_vs_SHAM_POI96,Zhang 2018,GI — first defecation,Prolonged postoperative ileus / time to first defecation >96 h,Postoperative,postoperative,Events/total,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,participants,21,21,,,,,0,5,HOLD,"Preserved v33 source-QC gate: Raw text gives 0/21 vs 5/21, but Table 2 endpoint/non-endpoint totals equal 44 rather than 42; adjudication required.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Results text / Table 2,,,,,,1,,
V33-OD-0380,YANG20_EA_vs_UC_DEFECATION,Yang 2020,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,EA,Usual care,EA + usual care,Usual care,hours,29,28,53.9,6,57.5,7.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,Abstract Results; GI recovery table,gi_first_defecation,-3.6,1.758638,MD,Native MD; no pooled interpretation without compatible model.,1,-0.536654,0.269673
AUDIT-0017,V34_B1_016,Zhu 2022,GI — first flatus,Time to passage of first flatus,From end of surgery to first flatus,from end of surgery to first flatus,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,hours,101.0,101.0,18.38,6.11,21.56,8.07,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-3.18,1.007187,MD,Native MD; no pooled interpretation without compatible model.,1,-0.442627,0.142432
AUDIT-0018,V34_B1_017,Zhu 2022,GI — first flatus,Time to passage of first flatus,From end of surgery to first flatus,from end of surgery to first flatus,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,hours,98.0,101.0,18.47,6.47,21.56,8.07,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-3.09,1.035352,MD,Native MD; no pooled interpretation without compatible model.,1,-0.420179,0.143348
AUDIT-0019,V34_B1_018,Zhu 2022,GI — first flatus,Time to passage of first flatus,From end of surgery to first flatus,from end of surgery to first flatus,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,hours,100.0,101.0,18.82,7.5,21.56,8.07,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-2.74,1.098772,MD,Native MD; no pooled interpretation without compatible model.,1,-0.350332,0.142149
AUDIT-0068,V34_B1_067,Yang 2020,GI — abdominal distention,Abdominal distension incidence,Postoperative; assessment window not separately stated,postoperative; assessment window not separately stated,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,9.0,11.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,-0.235762,0.363075,logRR,Uncorrected log risk ratio,1,,
AUDIT-0069,V34_B1_068,Yang 2020,GI — abdominal distention,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated,postoperative; assessment window not separately stated,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,20.0,17.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,0.127428,0.196536,logRR,Uncorrected log risk ratio,1,,
AUDIT-0070,V34_B1_069,Yang 2020,GI — abdominal distention,Abdominal distension severity grade 1,Postoperative; assessment window not separately stated,postoperative; assessment window not separately stated,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,1.0,2.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,-0.728239,1.195744,logRR,Uncorrected log risk ratio,1,,
AUDIT-0071,V34_B1_070,Yang 2020,GI — abdominal distention,Abdominal distension severity grade 2,Postoperative; assessment window not separately stated,postoperative; assessment window not separately stated,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,2.0,2.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,-0.035091,0.964263,logRR,Uncorrected log risk ratio,1,,
AUDIT-0072,V34_B1_071,Yang 2020,GI — abdominal distention,Abdominal distension severity grade 3,Postoperative; assessment window not separately stated,postoperative; assessment window not separately stated,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,6.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,-0.189242,0.48921,logRR,Uncorrected log risk ratio,1,,
AUDIT-0073,V34_B1_072,Yang 2020,GI — abdominal distention,Abdominal distension severity grade 4,Postoperative; assessment window not separately stated,postoperative; assessment window not separately stated,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-5; Table 3,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0111,V34_B1_110,Pan 2023,GI — oral intake,First postoperative water intake time,Postoperative,postoperative,Median/IQR,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 816; Table 9,,,,,,1,,
AUDIT-0112,V34_B1_111,Pan 2023,GI — diet tolerance,First solid food tolerance time,Postoperative,postoperative,Median/IQR,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 816; Table 9,,,,,,1,,
AUDIT-0137,V34_B1_136,Lu 2022,GI — oral intake,Time to first oral intake of water,Postoperative,postoperative,Mean/SD,TEAS,Sham,TEAS,Control,hours,47.0,47.0,33.5,22.3,28.9,17.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,4.6,4.134803,MD,Native MD; no pooled interpretation without compatible model.,1,0.227617,0.206951
