#	Covidence ID	First author	Year	Short title	DOI/PMID	MedSök searched	Full text found	Source/provider	PDF uploaded to Covidence	Order option available	Status/notes
13	421	Ding	2021	EA at PC6 and one-lung ventilation pulmonary function	10.13703/j.0255-2930.20201125-0004; PMID 34085474	Yes	No	MedSök exact citation; Lund University Library/Finn DOI, PMID, and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
14	432	Liang	2021	TEAS for catheter-related bladder discomfort	10.1155/2021/6691459; PMID 33628313	Yes	Yes	MedSök Open Access PDF (published Version of Record)	Yes	No	FOUND_AND_UPLOADED - First page verified: title, first author, Evidence-Based Complementary and Alternative Medicine, 2021; Covidence attachment confirmed as 014_liang_2021.pdf
15	434	Yan	2021	EA versus epidural preemptive analgesia in thoracic surgery	10.13703/j.0255-2930.20200121-k0001; PMID 33559444	Yes	No	MedSök exact citation; Lund University Library/Finn DOI, PMID, and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
16	460	Zhao	2020	TEAS and one-lung ventilation lung injury	10.1155/2020/9018701; PMID 32595749	Yes	Yes	MedSök Open Access PDF (published Version of Record)	Yes	No	FOUND_AND_UPLOADED - First page verified: title, first author, Evidence-Based Complementary and Alternative Medicine, 2020; Covidence attachment confirmed as 016_zhao_2020.pdf
17	469	Huang	2020	TEAS, olfactory memory and melatonin after sevoflurane	10.13703/j.0255-2930.20190326-k0010; PMID 32270634	Yes	No	MedSök exact citation; Lund University Library/Finn DOI, PMID, and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
18	473	Huang	2019	ST36 electrical stimulation after colorectal resection	PMID 32186016	Yes	Yes	Lund University Library/Finn to Journal of Traditional Chinese Medicine HTML and publisher PDF control	No	Yes	TECHNICAL_ERROR - Exact article and HTML full text verified in 2019 Vol.39 No.03; publisher PDF control resolved to an HTTP token route blocked by Chrome (ERR_BLOCKED_BY_CLIENT); no order submitted
19	478	Ding	2020	EA and knee rehabilitation after ACL reconstruction	10.13703/j.0255-2930.20190213-00014; PMID 32100498	Yes	No	MedSök exact citation; Lund University Library/Finn DOI, PMID, and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
20	493	Liang	2019	TEAS preconditioning and prewarming before thoracoscopic lobectomy	10.13702/j.1000-0607.190472; PMID 31657165	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
21	521	Pan	2019	Perioperative TEAS analgesia after shoulder arthroscopy	10.13703/j.0255-2930.2019.01.004; PMID 30672250	Yes	No	MedSök exact citation; Lund University Library/Finn DOI, PMID, and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
22	528	Wang	2018	Perioperative EA and GI recovery after colorectal resection	10.13702/j.1000-0607.170381; PMID 30585459	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
23	529	Geng	2018	EA and stress responses in GI surgery	10.13702/j.1000-0607.170617; PMID 30585458	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
24	539	Tu	2018	TEAS and perioperative immune function in lung cancer	10.1177/1533033818806477; PMID 30381011	Yes	No	Covidence LibKey to SAGE published PDF route	No	No	TECHNICAL_ERROR - Exact citation and LibKey route confirmed, but SAGE PDF was blocked by Cloudflare security verification; no CAPTCHA bypass attempted
25	541	Huang	2018	TEAS plus TAP block in colorectal ERAS	10.13702/j.1000-0607.180005; PMID 30365254	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
26	575	Liang	2017	TEAS and tourniquet-release hemodynamics in knee replacement	10.13702/j.1000-0607.2017.06.011; PMID 29318860	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
27	577	Mai	2017	EA pretreatment and intestinal function in colorectal surgery	10.13703/j.0255-2930.2017.05.008; PMID 29231608	Yes	No	MedSök exact citation; no enabled access route	No	No	CNKI_OR_CHINESE_DATABASE_REQUIRED - Chinese journal record matched; MedSök exposes citation only
28	592	Pan	2016	EA for post-surgical GI dysfunction after laparotomy	PMID 29071949	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
29	614	Zhang	2017	EA cardioprotection in valve replacement ERAS	10.1155/2017/6243630; PMID 28298935	Yes	Yes	MedSök Open Access PDF (published Version of Record)	Yes	No	FOUND_AND_UPLOADED - First page verified: title, Fangxiang Zhang, Evidence-Based Complementary and Alternative Medicine, 2017; Covidence attachment confirmed as 029_zhang_2017.pdf
30	625	Grech	2016	Intraoperative low-frequency EA and postoperative recovery	10.1016/j.jams.2016.03.009; PMID 27776761	Yes	Yes	Lund University Library/Finn institutional ScienceDirect access; published Version of Record	Yes	Yes	FOUND_AND_UPLOADED - First page verified: exact title, Dennis Grech, Journal of Acupuncture and Meridian Studies 9 (2016) 234-241, DOI 10.1016/j.jams.2016.03.009; Covidence attachment confirmed as 030_grech_2016_lund.pdf; no order submitted
31	626	Liu	2016	EA prevention of GI dysfunction after vascular surgery	10.13703/j.0255-2930.2016.10.010; PMID 29231523	Yes	No	MedSök exact citation; Lund University Library/Finn DOI, PMID, and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; unrelated title result rejected; no order submitted
32	632	Sun	2017	Perioperative TEAS for pain after laparoscopy	10.1097/AJP.0000000000000400; PMID 27437568	Yes	No	MedSök Fulltext route shown	No	No	NEEDS_HUMAN_REVIEW - Duplicate of Covidence ID 3818 (same DOI/title); not resolved or uploaded
33	638	Yu	2016	Acupuncture plus medicine in cardiac surgery	PMID 27236884	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; unrelated bare-PMID result rejected; no order submitted
34	644	Zhao	2015	TEAS plus anesthetics and blood-pressure control in endonasal surgery	PMID 26964180	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
35	647	Chen	2015	EA plus anesthetics in pneumonectomy	PMID 26887207; DOI 10.13702/j.1000-0607.2015.06.006	Yes	Yes	MedSök DOAJ route to publisher HTML Version of Record	No	Yes	FOUND_NOT_UPLOADED - Exact published HTML full text found and bibliographically verified, but no publisher PDF control was available; Covidence PDF upload therefore not performed; no order submitted
36	655	Huang	2015	TEAS and remifentanil EC50 for intubation response	PMID 26571899	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
37	657	Chen	2015	TEAS and recovery quality after thyroidectomy	PMID 26550304	Yes	Yes	Lund University Library/Finn resolver to PubMed Central published article PDF (PMCID PMC4612989)	Yes	Yes	FOUND_AND_UPLOADED - First page verified: exact title, Yanqing Chen, Int J Clin Exp Med 2015;8(8):13622-13627; Covidence attachment confirmed as 037_chen_2015_thyroidectomy_lund.pdf; no order submitted
38	659	Ma	2015	EA and oxidative stress during valve replacement	PMID 26521589	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
39	671	Yao	2015	TEAS after gynecological laparoscopy	10.1155/2015/324360; PMID 26170873	Yes	Yes	MedSök Open Access PDF (published Version of Record)	Yes	No	FOUND_AND_UPLOADED - First page verified: title, Yusheng Yao, Evidence-Based Complementary and Alternative Medicine, 2015; Covidence attachment confirmed as 039_yao_2015.pdf
40	673	Chen	2015	TEAS and remifentanil hyperalgesia after thyroidectomy	PMID 26131165	Yes	Yes	Lund University Library/Finn resolver to PubMed Central published article PDF (PMCID PMC4483830)	Yes	Yes	FOUND_AND_UPLOADED - First page verified: exact title, Yanqing Chen, Int J Clin Exp Med 2015;8(4):5781-5787; Covidence attachment confirmed as 040_chen_2015_hyperalgesia_lund.pdf; no order submitted
41	694	Ertas	2015	P6 ReliefBand for PONV after gynecologic laparoscopy	10.1097/HNP.0000000000000061; PMID 25470475	Yes	No	MedSök exact citation	No	No	TECHNICAL_ERROR - Exact match confirmed, but the access-options control became disabled on the authenticated retry; no PDF route remained available
42	709	Yan	2014	TEAS plus IV general anesthesia in endoscopic thyroidectomy	PMID 24941841	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; unrelated bare-PMID result rejected; no order submitted
43	711	Zhang	2014	TEAS pretreatment and recovery after ambulatory breast surgery	10.1111/anae.12639; PMID 24865978	Yes	Yes	MedSök Linked full text to Wiley Free Access PDF (published Version of Record)	Yes	No	FOUND_AND_UPLOADED - First page verified: title, Q. Zhang, Anaesthesia, 2014; Covidence attachment confirmed as 043_zhang_2014.pdf
44	716	Yu	2014	Electrical stimulation of retained needle after cholecystectomy	PMID 24796057	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
45	747	Ding	2013	Acupuncture plus general anesthesia in cholecystectomy	PMID 23980354	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; no order submitted
46	757	Tang	2013	EA frequencies and PONV after laparoscopy	PMID 23620949	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; unrelated abstract collection rejected; no order submitted
47	778	Fan	2012	EA frequency and immune function after pneumonectomy	PMID 23072093	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; unrelated bare-PMID result rejected; no order submitted
48	799	Fu	2011	Acupuncture-assisted anesthesia and stress after lobectomy	PMID 22073889	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
49	812	Lee	2011	Needle-free EA for postoperative pain	10.1155/2011/696754; PMID 21716712	Yes	Yes	MedSök Open Access PDF (published Version of Record)	Yes	No	FOUND_AND_UPLOADED - First page verified: title, Daniel Lee, Evidence-Based Complementary and Alternative Medicine, 2011; Covidence attachment confirmed as 049_lee_2011.pdf
50	847	Yu	2010	TEAS analgesia for radical breast surgery	PMID 20458906	Yes	No	Lund University Library/Finn DOAJ route to 针刺研究 publisher abstract page only	No	Yes	EXCLUDED_ABSTRACT_ONLY - Covidence full-text vote changed to Exclude with reason Abstract only; publisher page contained citation/abstract material but no article body; no order submitted
51	851	Wang	2010	Electroacupoint stimulation for PONV after craniotomy	10.1097/ANA.0b013e3181c9fbde; PMID 20308818	Yes	No	MedSök exact citation; Fulltext resolver	No	No	TECHNICAL_ERROR - Exact match confirmed; Fulltext resolver opened a separate EBSCO Sign In page despite authenticated MedSök session
52	889	He	2008	TEAS plus target-controlled general anesthesia	PMID 18447225	Yes	No	MedSök exact citation; Lund University Library/Finn PMID and title fallback	No	Yes	ORDER_AVAILABLE - No valid Lund full-text match; unrelated bare-PMID result rejected; no order submitted
53	962	Zárate	2001	TEAS prevention of PONV after laparoscopy	10.1097/00000539-200103000-00014; PMID 11226090	Yes	No	MedSök exact citation; Fulltext resolver	No	No	TECHNICAL_ERROR - Exact match confirmed; Fulltext resolver opened a separate EBSCO Sign In page despite authenticated MedSök session
54	985	Christensen	1993	EA anesthesia for hysterectomy	10.1093/bja/71.6.835; PMID 8280549	Yes	No	MedSök Linked full text to British Journal of Anaesthesia	No	No	TECHNICAL_ERROR - Exact match confirmed; publisher route redirected to an Elsevier sign-in flow and no PDF could be retrieved
55	1194	Yan	2023	TEAS with midnight-noon acupoint selection and delirium	10.3760/cma.j.cn131073.20220914.00315	Yes	No	No MedSök result after DOI, exact title, author/year/keywords, and volume/pages searches	No	No	CNKI_OR_CHINESE_DATABASE_REQUIRED
56	1244	Li	2016	TEAS and cognition after thoracoscopic lung cancer surgery		Yes	No	No exact MedSök result after title, author/year/keywords, and volume/pages searches	No	No	CNKI_OR_CHINESE_DATABASE_REQUIRED - unrelated high-author-count result rejected
57	1435	He	2024	TEAS-ESP block-general anesthesia for lumbar surgery	10.3760/cma.j.cn131073.20240422.01114	Yes	No	No MedSök result after DOI and exact-title searches	No	No	CNKI_OR_CHINESE_DATABASE_REQUIRED
58	1485	Chugh	2016	EA for pain after percutaneous nephrolithotomy	10.1089/end.2016.29020.abstracts	Yes	No	MedSök abstract/program records only	No	No	NEEDS_HUMAN_REVIEW - Requested citation is a conference abstract; no standalone article PDF identified
59	1499	Zhang	2015	EA and cognitive recovery after general anesthesia		Yes	No	No MedSök result after exact title, author/year/keywords, and volume/pages searches	No	No	CNKI_OR_CHINESE_DATABASE_REQUIRED
60	2044	Jin	2023	EA plus IV PCA after cesarean delivery	10.1016/j.ajogmf.2022.100826	Yes	Yes	MedSök Open Access PDF route	No	No	NEEDS_HUMAN_REVIEW - Duplicate of Covidence ID 326 (same DOI/title); not resolved or uploaded
61	2153	Zhou	2024	EA preconditioning and emergence agitation after hysterectomy	10.3760/cma.j.cn131073.20240611.01106	Yes	No	No MedSök result after DOI and exact-title searches	No	No	CNKI_OR_CHINESE_DATABASE_REQUIRED
62	2470	Ng	2011	EA for ileus after colorectal surgery	10.1111/j.1463-1318.2011.02656.x	Yes	No	MedSök linked full text is a 48-page Posters collection, not a standalone article PDF	No	No	NEEDS_HUMAN_REVIEW - Requested citation is a conference abstract within a poster collection
63	3690	Zhang	2018	Needleless TEAS pilot for postoperative recovery	10.1111/1751-2980.12664	Yes	No	MedSök DOI result is Posters; title search found a different full journal article	No	No	NEEDS_HUMAN_REVIEW - Conference abstract/companion full article mismatch; no substitution uploaded
64	3818	Sun	2017	Perioperative TEAS for pain after laparoscopy	10.1097/AJP.0000000000000400	Yes	No	MedSök Fulltext route shown	No	No	NEEDS_HUMAN_REVIEW - Duplicate of Covidence ID 632 (same DOI/title); not resolved or uploaded
65	4330	Larson	2010	Electroacustimulation for PONV and pain in plastic surgery		Yes	No	No MedSök result after exact title, author/year/keywords, and journal/year/volume/pages searches	No	No	NOT_FOUND
66	4693	Coura	2011	Preoperative EA for pain after cardiac surgery	10.1136/aim.2010.003251; PMID 21383391	Yes	No	MedSök Linked full text to SAGE publisher route	No	No	TECHNICAL_ERROR - Exact match confirmed; publisher route was blocked by Cloudflare security verification; no CAPTCHA bypass attempted
